Date,Close
2019-01-01,0.009121591225266457
2019-01-02,0.009118430316448212
2019-01-03,0.009307433851063251
2019-01-04,0.009275749325752258
2019-01-07,0.009214721620082855
2019-01-08,0.009206746704876423
2019-01-09,0.00919320434331894
2019-01-10,0.00924308318644762
2019-01-11,0.009233781136572361
2019-01-14,0.00922015868127346
2019-01-15,0.00923787523061037
2019-01-16,0.009204373694956303
2019-01-17,0.00917119812220335
2019-01-18,0.009161451831459999
2019-01-21,0.009119012393057346
2019-01-22,0.009118263609707355
2019-01-23,0.009144528768956661
2019-01-24,0.00913308747112751
2019-01-25,0.009124337695538998
2019-01-28,0.009140768088400364
2019-01-29,0.00915298331528902
2019-01-30,0.009139347821474075
2019-01-31,0.009175911545753479
2019-02-01,0.009187460877001286
2019-02-04,0.0091375932097435
2019-02-05,0.009094133041799068
2019-02-06,0.00909578800201416
2019-02-07,0.009093058295547962
2019-02-08,0.00911111943423748
2019-02-11,0.009106638841331005
2019-02-12,0.009057970717549324
2019-02-13,0.009048545733094215
2019-02-14,0.009015263058245182
2019-02-15,0.009046662598848343
2019-02-18,0.009044535458087921
2019-02-19,0.009042327292263508
2019-02-20,0.009043880738317966
2019-02-21,0.009028122760355473
2019-02-22,0.009032770991325378
2019-02-25,0.009027551859617233
2019-02-26,0.009005277417600155
2019-02-27,0.009045190177857876
2019-02-28,0.009020223282277584
2019-03-01,0.008980127051472664
2019-03-04,0.008933516219258308
2019-03-05,0.00894638430327177
2019-03-06,0.008939267136156559
2019-03-07,0.00895872712135315
2019-03-08,0.008957844227552414
2019-03-11,0.009002520702779293
2019-03-12,0.00898133683949709
2019-03-13,0.008984241634607315
2019-03-14,0.00899312924593687
2019-03-15,0.008948305621743202
2019-03-18,0.008963705971837044
2019-03-19,0.008978837169706821
2019-03-20,0.008976579643785954
2019-03-21,0.009036689065396786
2019-03-22,0.009024782106280327
2019-03-25,0.009084220044314861
2019-03-26,0.009085292927920818
2019-03-27,0.009045353159308434
2019-03-28,0.00905059278011322
2019-03-29,0.009038567543029785
2019-04-01,0.009009414352476597
2019-04-02,0.00897255353629589
2019-04-03,0.008984322659671307
2019-04-04,0.008977063931524754
2019-04-05,0.008955919183790684
2019-04-08,0.008951670490205288
2019-04-09,0.008972150273621082
2019-04-10,0.009000495076179504
2019-04-11,0.009010226465761662
2019-04-12,0.008958887308835983
2019-04-15,0.008926339447498322
2019-04-16,0.008933117613196373
2019-04-17,0.00892912968993187
2019-04-18,0.008925702422857285
2019-04-19,0.008929448202252388
2019-04-22,0.008935751393437386
2019-04-23,0.008934235200285912
2019-04-24,0.008938387967646122
2019-04-25,0.008918220177292824
2019-04-26,0.008965473622083664
2019-04-29,0.008961135521531105
2019-04-30,0.008954395540058613
2019-05-01,0.008977063931524754
2019-05-02,0.0089724725112319
2019-05-03,0.008969011716544628
2019-05-06,0.009039711207151413
2019-05-07,0.009024863131344318
2019-05-08,0.009069718420505524
2019-05-09,0.009088595397770405
2019-05-10,0.009106887504458427
2019-05-13,0.009119594469666481
2019-05-14,0.009161368012428284
2019-05-15,0.009118180721998215
2019-05-16,0.00913450587540865
2019-05-17,0.009101582691073418
2019-05-20,0.009077704511582851
2019-05-21,0.009085128083825111
2019-05-23,0.009072680957615376
2019-05-24,0.009127585217356682
2019-05-27,0.009140684269368649
2019-05-28,0.00913166906684637
2019-05-29,0.009145282208919525
2019-05-30,0.009128918871283531
2019-05-31,0.009144362062215805
2019-06-03,0.009241119027137756
2019-06-04,0.009256944991648197
2019-06-05,0.009237534366548061
2019-06-06,0.009231223724782467
2019-06-07,0.009220498614013195
2019-06-10,0.009220924228429794
2019-06-11,0.009228582493960857
2019-06-12,0.009218798950314522
2019-06-13,0.009217609651386738
2019-06-14,0.009231820702552795
2019-06-17,0.009210138581693172
2019-06-18,0.009213278070092201
2019-06-19,0.009210392832756042
2019-06-20,0.009249410592019558
2019-06-21,0.009321662597358227
2019-06-24,0.009318622760474682
2019-06-25,0.009317319840192795
2019-06-26,0.009331317618489265
2019-06-27,0.009281775914132595
2019-06-28,0.009281001053750515
2019-07-01,0.009226623922586441
2019-07-02,0.009227986447513103
2019-07-03,0.009276007302105427
2019-07-04,0.009278245270252228
2019-07-05,0.009275749325752258
2019-07-08,0.009218798950314522
2019-07-09,0.009197855368256569
2019-07-10,0.009180712513625622
2019-07-11,0.009230712428689003
2019-07-12,0.009209120646119118
2019-07-15,0.009273684583604336
